local_path,split_candidate,polarity,category,source_name,source_url,download_url,original_filename,license,license_url,ai_training_permission,commercial_permission,attribution_required,attribution_text,creator,duration_sec,sample_rate_hz,channels,file_format,downloaded_at,notes
data/external/negatives/cc0/human_percussive/fsd50k__240688__step-rever.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/240688/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/240688.wav,240688.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,mariiao2,13.849,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__249679__chickens-and-birds.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/249679/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/249679.wav,249679.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,FngerSounds,20.496,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__252241__real-choking-cough2.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/252241/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/252241.wav,252241.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Reitanna,0.961,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__252242__real-choking-cough.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/252242/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/252242.wav,252242.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Reitanna,1.543,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__258256__cough.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/258256/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/258256.wav,258256.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,joedeshon,1.893,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__26010__foot-steps.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/26010/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/26010.wav,26010.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Walter_Odington,8.500,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__261617__small-applause.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/261617/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/261617.wav,261617.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Sclolex,17.542,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__262659__clap-bathroom-02.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/262659/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/262659.wav,262659.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,rhythmpeople,0.321,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__264377__small-crowd-cheering.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/264377/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/264377.wav,264377.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,HowardV,24.583,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__267248__berlingamescene-com-crowd-cheer-2.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/267248/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/267248.wav,267248.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,BerlinGameScene,4.481,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__272380__footsteps-on-sidewalk.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/272380/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/272380.wav,272380.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danhelbling,4.767,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__276549__fly-binaural.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/276549/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/276549.wav,276549.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,echobones,2.821,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__316875__tr-dhita-clap.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/316875/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/316875.wav,316875.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,dtrostli,1.806,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__319363__facet-kaszle-guy-coughs-01.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/319363/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/319363.wav,319363.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,monosfera,1.184,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__323510__clearing-throat.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/323510/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/323510.wav,323510.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,yugi16dm,1.138,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__323692__clear-throat4.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/323692/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/323692.wav,323692.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Reitanna,1.775,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__325263__finger-click-3.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/325263/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/325263.wav,325263.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Adam_N,0.770,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__32635__step-1.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/32635/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/32635.wav,32635.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,carrigsound,0.390,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__32639__step-2.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/32639/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/32639.wav,32639.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,carrigsound,0.427,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__32644__step-7.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/32644/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/32644.wav,32644.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,carrigsound,0.488,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__32646__step-9.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/32646/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/32646.wav,32646.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,carrigsound,0.488,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__330296__a-clap.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/330296/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/330296.wav,330296.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,maycuddlepie,2.821,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__330941__clap-meow.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/330941/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/330941.wav,330941.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,tubbers,6.766,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__338182__jimmy-s-4x4-hand-claps-comp.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/338182/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/338182.wav,338182.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,jimmygu3,0.803,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__338259__100-applause.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/338259/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/338259.wav,338259.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,leo153,11.979,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__33835__snap.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/33835/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/33835.wav,33835.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,donut,0.334,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__340362__medium-sized-indoor-crowd-clapping-outro.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/340362/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/340362.wav,340362.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,daehedon,3.864,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__343910__clear-throat13.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/343910/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/343910.wav,343910.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Reitanna,1.254,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__343913__clear-throat14.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/343913/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/343913.wav,343913.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Reitanna,0.720,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__343986__four-coughs.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/343986/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/343986.wav,343986.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Reitanna,1.463,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__346684__crowd-applause.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/346684/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/346684.wav,346684.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Adam_N,9.130,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__348323__walkingdownstairs.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/348323/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/348323.wav,348323.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,BlackNeon1234,20.817,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__348324__groupofpeople.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/348324/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/348324.wav,348324.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,BlackNeon1234,19.058,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__349893__skin-pat-4.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/349893/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/349893.wav,349893.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,martian,1.287,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__351996__1388-perc-claps-im-freifeldphildav-01.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/351996/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/351996.wav,351996.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,davidmenke,0.722,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__353615__walking-steps.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/353615/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/353615.wav,353615.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,timothy_neville,6.166,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__353669__realistic-cough.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/353669/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/353669.wav,353669.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,ReyhanAF,1.306,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__354037__applause-2.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/354037/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/354037.wav,354037.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,nc3studios08,18.704,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361032__clapping-slight-echo.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361032/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361032.wav,361032.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,CnJClips,7.920,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__361225__applause-5.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361225/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361225.wav,361225.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,nc3studios08,10.155,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361715__simple-15.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361715/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361715.wav,361715.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,1.402,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361721__simple-22.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361721/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361721.wav,361721.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,1.402,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361724__simple-27.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361724/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361724.wav,361724.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,1.402,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361729__simple-30.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361729/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361729.wav,361729.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,1.402,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361732__simple-32.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361732/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361732.wav,361732.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,1.402,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361734__simple-35.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361734/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361734.wav,361734.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,1.409,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361753__real-snap-21.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361753/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361753.wav,361753.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,2.243,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361764__real-snap-28.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361764/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361764.wav,361764.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,2.243,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__361766__real-snap-8.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/361766/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/361766.wav,361766.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lafashion,2.243,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__364721__finger-snap-mono-01.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/364721/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/364721.wav,364721.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,newagesoup,1.500,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__365616__clapping.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/365616/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/365616.wav,365616.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Caitlin_100,7.811,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__365620__standing-up-from-the-floor.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/365620/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/365620.wav,365620.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Caitlin_100,7.837,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__368380__cigarette-girl.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/368380/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/368380.wav,368380.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,MadamVicious,9.810,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
